"","list_ID","common_name","scientific_name","date","time","count","duration","location","latitude","longitude","count_tot","month","year"
"1852","S19854966","Red-tailed Hawk","Buteo jamaicensis","2014-09-16","06:30 PM",1,45,"US-MO",38.6389068,-90.2853806,58,9,2014
"1853","S20974801","Red-tailed Hawk","Buteo jamaicensis","2014-12-21","09:15 AM",1,165,"US-MO",38.6389068,-90.2853806,157,12,2014
"1854","S21350144","Red-tailed Hawk","Buteo jamaicensis","2015-01-14","02:30 AM",1,60,"US-MO",38.6389068,-90.2853806,152,1,2015
"1855","S22360906","Red-tailed Hawk","Buteo jamaicensis","2015-03-15","09:00 AM",2,120,"US-MO",38.6389068,-90.2853806,157,3,2015
"1856","S22776681","Red-tailed Hawk","Buteo jamaicensis","2015-04-09","06:20 PM",1,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"1857","S29505290","Red-tailed Hawk","Buteo jamaicensis","2016-05-08","01:30 PM",1,90,"US-MO",38.6383932,-90.267979,43,5,2016
"1858","S32025863","Red-tailed Hawk","Buteo jamaicensis","2016-10-13","01:15 PM",1,60,"US-MO",38.6389068,-90.2853806,32,10,2016
"1859","S35811314","Red-tailed Hawk","Buteo jamaicensis","2017-04-09","07:47 AM",1,74,"US-MO",38.6389068,-90.2853806,51,4,2017
"1860","S36118134","Red-tailed Hawk","Buteo jamaicensis","2017-04-20","07:00 AM",1,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"1861","S36198905","Red-tailed Hawk","Buteo jamaicensis","2017-04-23","08:13 AM",1,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"1862","S36305628","Red-tailed Hawk","Buteo jamaicensis","2017-04-27","06:56 AM",1,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"1863","S36636292","Red-tailed Hawk","Buteo jamaicensis","2017-05-07","07:34 AM",1,79,"US-MO",38.6389068,-90.2853806,54,5,2017
"1864","S36956314","Red-tailed Hawk","Buteo jamaicensis","2017-05-18","07:04 AM",2,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"1865","S89689436","Red-tailed Hawk","Buteo jamaicensis","2021-06-05","05:55 PM",1,85,"US-MO",38.6383932,-90.267979,56,6,2021
"1866","S17836663","Red-tailed Hawk","Buteo jamaicensis","2014-04-10","08:30 AM",1,120,"US-MO",38.636316,-90.296545,87,4,2014
"1867","S23065952","Red-tailed Hawk","Buteo jamaicensis","2015-04-26","07:00 AM",1,180,"US-MO",38.636316,-90.296545,142,4,2015
"1868","S17559350","Red-tailed Hawk","Buteo jamaicensis","2014-03-22","06:20 PM",1,40,"US-MO",38.6217659,-90.3034544,45,3,2014
"1869","S17254279","Red-tailed Hawk","Buteo jamaicensis","2014-03-01","02:45 PM",3,90,"US-MO",38.6129807,-90.2593803,36,3,2014
"1870","S18317547","Red-tailed Hawk","Buteo jamaicensis","2014-05-10","07:30 AM",1,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"1871","S22239405","Red-tailed Hawk","Buteo jamaicensis","2015-03-08","11:45 AM",1,120,"US-MO",38.6129807,-90.2593803,75,3,2015
"1872","S27224092","Red-tailed Hawk","Buteo jamaicensis","2016-01-30","01:00 PM",1,90,"US-MO",38.6129807,-90.2593803,71,1,2016
"1873","S37507879","Red-tailed Hawk","Buteo jamaicensis","2017-06-10","08:50 AM",1,90,"US-MO",38.6129807,-90.2593803,56,6,2017
"1874","S18250965","Red-tailed Hawk","Buteo jamaicensis","2014-05-04","08:45 AM",1,120,"US-MO",38.7472557,-90.1926899,143,5,2014
"1875","S36840529","Red-tailed Hawk","Buteo jamaicensis","2017-05-13","07:00 PM",3,90,"US-MO",38.6066358,-90.2582139,56,5,2017
"1876","S37165903","Red-tailed Hawk","Buteo jamaicensis","2017-05-26","06:09 PM",1,69,"US-MO",38.6066358,-90.2582139,79,5,2017
"1877","S40885710","Red-tailed Hawk","Buteo jamaicensis","2017-12-03","12:29 PM",1,56,"US-MO",38.6066358,-90.2582139,56,12,2017
"1878","S66369682","Red-tailed Hawk","Buteo jamaicensis","2020-03-29","09:31 AM",1,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"1879","S51186467","Red-tailed Hawk","Buteo jamaicensis","2019-01-01","03:57 PM",1,75,"US-OK",36.1189623,-95.9855793,79,1,2019
"1880","S76720355","Red-tailed Hawk","Buteo jamaicensis","2020-11-26","12:40 PM",1,61,"US-OK",36.1043853,-95.9839742,112,11,2020
"1881","S101303345","Red-tailed Hawk","Buteo jamaicensis","2022-01-23","01:31 PM",1,91,"US-OK",36.1043853,-95.9839742,113,1,2022
"1882","S64885077","Red-tailed Hawk","Buteo jamaicensis","2020-02-22","02:52 PM",2,56,"US-OK",35.813121,-95.405804,658,2,2020
"1883","S74373636","Red-tailed Hawk","Buteo jamaicensis","2020-10-03","12:08 PM",1,216,"US-OK",35.894126,-95.7987213,42,10,2020
"1884","S64885098","Red-tailed Hawk","Buteo jamaicensis","2020-02-22","10:39 AM",1,24,"US-OK",35.9322711,-95.2811987,89,2,2020
"1885","S36872852","Red-tailed Hawk","Buteo jamaicensis","2017-05-13","05:00 PM",1,10,"US-MO",38.8269875,-91.054033,11,5,2017
"1886","S69480260","Red-tailed Hawk","Buteo jamaicensis","2020-05-10","02:22 PM",1,89,"US-OK",36.9709679,-95.9504402,66,5,2020
"1887","S22635608","Rough-legged Hawk","Buteo lagopus","2015-04-01","04:30 PM",1,20,"US-VT",43.7829965,-73.3154315,16,4,2015
"1888","S17083785","Rough-legged Hawk","Buteo lagopus","2014-02-16","10:00 AM",1,0,"US-IA",42.172055,-91.229889,6,2,2014
"1889","S1618994","Rough-legged Hawk","Buteo lagopus","2004-02-27","09:15 AM",1,270,"US-NV",38.43985,-119.10571,18,2,2004
"1890","S79023070","Rough-legged Hawk","Buteo lagopus","2021-01-04","01:24 PM",1,273,"US-OK",36.8630914,-96.5667034,69,1,2021
"1891","S1545191","Ferruginous Hawk","Buteo regalis","2004-02-01","01:45 PM",1,60,"US-CA",37.16493,-118.28993,18,2,2004
"1892","S1734648","Barn Owl","Tyto alba","2004-09-11","05:00 PM",1,60,"US-FL",26.6736972,-80.8193108,7,9,2004
"1893","S98030202","Barn Owl","Tyto alba","2021-11-24","04:56 PM",1,33,"US-CA",33.091669,-117.2960981,43,11,2021
"1894","S1692505","Eastern Screech-Owl","Megascops asio","2004-07-05","09:00 PM",4,60,"US-FL",27.1818195,-81.358746,4,7,2004
"1895","S1639725","Great Horned Owl","Bubo virginianus","2004-03-21","",1,0,"US-FL",27.1818195,-81.358746,8,3,2004
"1896","S1541860","Great Horned Owl","Bubo virginianus","2004-01-30","11:15 PM",1,5,"US-CA",38.25572,-119.23099,1,1,2004
"1897","S17377851","Great Horned Owl","Bubo virginianus","2014-03-09","03:45 PM",1,80,"US-MO",38.6389068,-90.2853806,118,3,2014
"1898","S17931688","Great Horned Owl","Bubo virginianus","2014-04-17","08:00 AM",1,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"1899","S18038666","Great Horned Owl","Bubo virginianus","2014-04-22","06:30 PM",2,75,"US-MO",38.6389068,-90.2853806,76,4,2014
"1900","S35861224","Great Horned Owl","Bubo virginianus","2017-04-10","06:06 PM",1,68,"US-MO",38.6389068,-90.2853806,28,4,2017
"1901","S36956314","Great Horned Owl","Bubo virginianus","2017-05-18","07:04 AM",1,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"1902","S44103398","Great Horned Owl","Bubo virginianus","2018-03-30","07:12 PM",1,32,"US-MO",38.6389068,-90.2853806,104,3,2018
"1903","S17750325","Great Horned Owl","Bubo virginianus","2014-04-05","07:45 AM",2,120,"US-MO",38.636316,-90.296545,126,4,2014
"1904","S17836663","Great Horned Owl","Bubo virginianus","2014-04-10","08:30 AM",2,120,"US-MO",38.636316,-90.296545,87,4,2014
"1905","S18317547","Great Horned Owl","Bubo virginianus","2014-05-10","07:30 AM",1,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"1906","S17873207","Great Horned Owl","Bubo virginianus","2014-04-13","10:45 AM",1,150,"US-MO",38.6066358,-90.2582139,198,4,2014
"1907","S1585716","Great Horned Owl","Bubo virginianus","2004-02-14","01:00 PM",2,180,"US-CA",38.944673,-121.5844848,7,2,2004
"1908","S1687654","Burrowing Owl","Athene cunicularia","2004-06-17","06:30 PM",1,45,"US-FL",27.1642302,-81.1952521,6,6,2004
"1909","S1511359","Burrowing Owl","Athene cunicularia","2003-11-06","",1,0,"US-CA",38.51491,-119.477,1,11,2003
"1910","S67802002","Barred Owl","Strix varia","2020-04-25","02:13 PM",1,97,"US-OK",36.7968283,-98.1921574,75,4,2020
"1911","S1666285","Barred Owl","Strix varia","2004-04-23","01:30 PM",4,210,"US-FL",26.375442,-81.6040206,37,4,2004
"1912","S107972297","Barred Owl","Strix varia","2021-12-20","05:12 PM",1,100,"US-FL",25.1876968,-80.8741825,54,12,2021
"1913","S67472235","Barred Owl","Strix varia","2020-04-18","04:29 PM",1,21,"US-OK",35.5005612,-95.9265259,35,4,2020
"1914","S36840463","Barred Owl","Strix varia","2017-05-13","05:30 AM",2,90,"US-MO",38.661,-90.758,79,5,2017
"1915","S41155853","Barred Owl","Strix varia","2017-12-17","12:40 PM",2,106,"US-MO",38.6228053,-90.344224,108,12,2017
"1916","S43354053","Barred Owl","Strix varia","2018-03-03","05:34 PM",1,42,"US-MO",38.6228053,-90.344224,72,3,2018
"1917","S19593377","Barred Owl","Strix varia","2014-08-27","10:30 PM",1,0,"US-MO",38.6286229,-90.302124,1,8,2014
"1918","S23140557","Barred Owl","Strix varia","2015-04-29","07:00 PM",2,45,"US-MO",38.6389068,-90.2853806,24,4,2015
"1919","S36636292","Barred Owl","Strix varia","2017-05-07","07:34 AM",1,79,"US-MO",38.6389068,-90.2853806,54,5,2017
"1920","S36956314","Barred Owl","Strix varia","2017-05-18","07:04 AM",1,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"1921","S19893404","Barred Owl","Strix varia","2014-09-21","07:45 AM",1,120,"US-MO",38.636316,-90.296545,149,9,2014
"1922","S43574572","Barred Owl","Strix varia","2018-03-11","06:08 PM",1,64,"US-MO",38.636316,-90.296545,107,3,2018
"1923","S17575595","Barred Owl","Strix varia","2014-03-23","03:30 PM",1,90,"US-MO",38.6129807,-90.2593803,123,3,2014
"1924","S18008385","Barred Owl","Strix varia","2014-04-20","11:30 AM",4,360,"US-MO",36.9724805,-90.1985264,5,4,2014
"1925","S54964350","Barred Owl","Strix varia","2019-04-14","05:06 PM",1,99,"US-OK",36.2235555,-95.9005058,62,4,2019
"1926","S1511332","Long-eared Owl","Asio otus","2003-10-10","",1,0,"US-CA",37.675594,-118.8078,3,10,2003
"1927","S1541471","Short-eared Owl","Asio flammeus","2004-01-30","03:30 PM",1,180,"US-NV",38.43985,-119.10571,6,1,2004
"1928","S79023070","Short-eared Owl","Asio flammeus","2021-01-04","01:24 PM",5,273,"US-OK",36.8630914,-96.5667034,69,1,2021
"1929","S1730545","Belted Kingfisher","Megaceryle alcyon","2004-08-21","04:00 PM",1,120,"US-VT",43.7615212,-73.3468035,6,8,2004
"1930","S19761996","Belted Kingfisher","Megaceryle alcyon","2014-08-04","11:00 AM",1,0,"US-VT",43.7615212,-73.3468035,17,8,2014
"1931","S46841341","Belted Kingfisher","Megaceryle alcyon","2018-06-27","01:30 PM",1,30,"US-VT",43.9138656,-73.1877568,21,6,2018
"1932","S1737449","Belted Kingfisher","Megaceryle alcyon","2004-09-23","08:30 PM",1,180,"US-VT",43.8321363,-73.3817802,14,9,2004
"1933","S36840514","Belted Kingfisher","Megaceryle alcyon","2017-05-13","10:40 AM",1,275,"US-MO",38.8636,-92.4504,515,5,2017
"1934","S44577908","Belted Kingfisher","Megaceryle alcyon","2018-04-14","03:50 PM",1,208,"US-MO",38.482151,-90.8242569,222,4,2018
"1935","S1654821","Belted Kingfisher","Megaceryle alcyon","2004-04-05","08:15 AM",1,180,"US-FL",27.1818195,-81.358746,14,4,2004
"1936","S99654122","Belted Kingfisher","Megaceryle alcyon","2021-12-28","09:19 AM",1,115,"US-FL",27.8035911,-80.426723,90,12,2021
"1937","S99506848","Belted Kingfisher","Megaceryle alcyon","2021-12-27","08:45 AM",1,57,"US-FL",27.5608626,-80.3282547,75,12,2021
"1938","S22488897","Belted Kingfisher","Megaceryle alcyon","2015-03-22","10:00 AM",1,240,"US-MO",38.4470333,-90.6632361,68,3,2015
"1939","S1516505","Belted Kingfisher","Megaceryle alcyon","2004-01-06","04:00 PM",1,30,"US-CA",38.298008,-119.226204,7,1,2004
"1940","S1187488","Belted Kingfisher","Megaceryle alcyon","2003-11-08","11:30 AM",1,300,"US-CA",38.02406,-119.27419,8,11,2003
"1941","S1538137","Belted Kingfisher","Megaceryle alcyon","2004-01-25","08:30 AM",1,150,"US-CA",36.6167983,-121.9422546,2,1,2004
"1942","S100948655","Belted Kingfisher","Megaceryle alcyon","2022-01-17","11:31 AM",1,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"1943","S36840463","Belted Kingfisher","Megaceryle alcyon","2017-05-13","05:30 AM",1,90,"US-MO",38.661,-90.758,79,5,2017
"1944","S16536879","Belted Kingfisher","Megaceryle alcyon","2014-01-27","02:30 PM",2,45,"US-MO",38.6389068,-90.2853806,275,1,2014
"1945","S19781842","Belted Kingfisher","Megaceryle alcyon","2014-09-09","08:30 AM",1,45,"US-MO",38.6389068,-90.2853806,74,9,2014
"1946","S20416528","Belted Kingfisher","Megaceryle alcyon","2014-11-02","11:00 AM",1,30,"US-MO",38.6389068,-90.2853806,32,11,2014
"1947","S20974801","Belted Kingfisher","Megaceryle alcyon","2014-12-21","09:15 AM",1,165,"US-MO",38.6389068,-90.2853806,157,12,2014
"1948","S20987277","Belted Kingfisher","Megaceryle alcyon","2014-12-22","09:30 AM",1,60,"US-MO",38.6389068,-90.2853806,177,12,2014
"1949","S21095947","Belted Kingfisher","Megaceryle alcyon","2014-12-31","08:00 AM",2,120,"US-MO",38.6389068,-90.2853806,322,12,2014
"1950","S21350144","Belted Kingfisher","Megaceryle alcyon","2015-01-14","02:30 AM",1,60,"US-MO",38.6389068,-90.2853806,152,1,2015
"1951","S22776681","Belted Kingfisher","Megaceryle alcyon","2015-04-09","06:20 PM",1,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"1952","S31926545","Belted Kingfisher","Megaceryle alcyon","2016-10-06","12:00 PM",1,60,"US-MO",38.6389068,-90.2853806,82,10,2016
"1953","S35594469","Belted Kingfisher","Megaceryle alcyon","2017-03-31","05:47 PM",1,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"1954","S35698031","Belted Kingfisher","Megaceryle alcyon","2017-04-04","07:00 AM",1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"1955","S35918417","Belted Kingfisher","Megaceryle alcyon","2017-04-13","06:59 AM",1,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"1956","S35959752","Belted Kingfisher","Megaceryle alcyon","2017-04-14","05:47 PM",1,88,"US-MO",38.6389068,-90.2853806,53,4,2017
"1957","S21208412","Belted Kingfisher","Megaceryle alcyon","2015-01-04","04:00 PM",1,0,"US-MO",38.63304,-90.29158,27,1,2015
"1958","S88201182","Belted Kingfisher","Megaceryle alcyon","2021-05-15","01:20 PM",1,72,"US-OK",36.2222811,-95.9239566,33,5,2021
"1959","S51186467","Belted Kingfisher","Megaceryle alcyon","2019-01-01","03:57 PM",1,75,"US-OK",36.1189623,-95.9855793,79,1,2019
"1960","S76720355","Belted Kingfisher","Megaceryle alcyon","2020-11-26","12:40 PM",2,61,"US-OK",36.1043853,-95.9839742,112,11,2020
"1961","S64885104","Belted Kingfisher","Megaceryle alcyon","2020-02-22","09:33 AM",1,45,"US-OK",35.872406,-95.401213,153,2,2020
"1962","S74373636","Belted Kingfisher","Megaceryle alcyon","2020-10-03","12:08 PM",2,216,"US-OK",35.894126,-95.7987213,42,10,2020
"1963","S41337936","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-12-25","10:30 AM",3,330,"US-IL",37.6042906,-89.1945219,80,12,2017
"1964","S22488897","Yellow-bellied Sapsucker","Sphyrapicus varius","2015-03-22","10:00 AM",3,240,"US-MO",38.4470333,-90.6632361,68,3,2015
"1965","S1663299","Yellow-bellied Sapsucker","Sphyrapicus varius","2004-04-10","07:30 AM",1,270,"US-FL",27.6327266,-82.718157,14,4,2004
"1966","S79442972","Yellow-bellied Sapsucker","Sphyrapicus varius","2021-01-17","02:25 PM",1,48,"US-AR",35.38898,-94.4297111,58,1,2021
"1967","S17855769","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-04-12","08:45 AM",1,120,"US-MO",38.690995,-90.2349186,200,4,2014
"1968","S17334391","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-03-06","08:20 AM",1,55,"US-MO",38.6389068,-90.2853806,214,3,2014
"1969","S17543272","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-03-20","09:20 AM",2,80,"US-MO",38.6389068,-90.2853806,102,3,2014
"1970","S17841108","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-04-11","09:30 AM",2,60,"US-MO",38.6389068,-90.2853806,103,4,2014
"1971","S17891506","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-04-14","09:00 AM",1,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"1972","S17931688","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-04-17","08:00 AM",1,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"1973","S20070906","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-10-08","07:45 AM",2,45,"US-MO",38.6389068,-90.2853806,120,10,2014
"1974","S20893308","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-12-13","10:30 AM",1,120,"US-MO",38.6389068,-90.2853806,144,12,2014
"1975","S21499852","Yellow-bellied Sapsucker","Sphyrapicus varius","2015-01-22","10:30 AM",1,30,"US-MO",38.6389068,-90.2853806,85,1,2015
"1976","S22729778","Yellow-bellied Sapsucker","Sphyrapicus varius","2015-04-06","06:30 PM",1,45,"US-MO",38.6389068,-90.2853806,44,4,2015
"1977","S22776681","Yellow-bellied Sapsucker","Sphyrapicus varius","2015-04-09","06:20 PM",1,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"1978","S33616660","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-01-12","07:00 AM",1,90,"US-MO",38.6389068,-90.2853806,272,1,2017
"1979","S35594469","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-03-31","05:47 PM",4,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"1980","S35698031","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-04-04","07:00 AM",1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"1981","S35811314","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-04-09","07:47 AM",1,74,"US-MO",38.6389068,-90.2853806,51,4,2017
"1982","S35918417","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-04-13","06:59 AM",1,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"1983","S40682155","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-11-23","09:58 AM",1,134,"US-MO",38.6389068,-90.2853806,71,11,2017
"1984","S17750325","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-04-05","07:45 AM",4,120,"US-MO",38.636316,-90.296545,126,4,2014
"1985","S19893404","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-09-21","07:45 AM",1,120,"US-MO",38.636316,-90.296545,149,9,2014
"1986","S17575595","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-03-23","03:30 PM",1,90,"US-MO",38.6129807,-90.2593803,123,3,2014
"1987","S22828782","Yellow-bellied Sapsucker","Sphyrapicus varius","2015-04-12","11:00 AM",3,150,"US-MO",38.6129807,-90.2593803,112,4,2015
"1988","S28837436","Yellow-bellied Sapsucker","Sphyrapicus varius","2016-04-09","09:15 AM",3,120,"US-MO",38.6129807,-90.2593803,60,4,2016
"1989","S35453430","Yellow-bellied Sapsucker","Sphyrapicus varius","2017-03-26","04:06 PM",1,86,"US-MO",38.6129807,-90.2593803,29,3,2017
"1990","S44377158","Yellow-bellied Sapsucker","Sphyrapicus varius","2018-04-08","04:11 PM",2,62,"US-MO",38.6129807,-90.2593803,53,4,2018
"1991","S13571837","Yellow-bellied Sapsucker","Sphyrapicus varius","2013-03-30","09:15 AM",4,75,"US-MO",38.6066358,-90.2582139,41,3,2013
"1992","S17873207","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-04-13","10:45 AM",1,150,"US-MO",38.6066358,-90.2582139,198,4,2014
"1993","S22809730","Yellow-bellied Sapsucker","Sphyrapicus varius","2015-04-11","06:40 PM",10,40,"US-MO",38.6066358,-90.2582139,51,4,2015
"1994","S20025149","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-10-04","09:45 AM",1,0,"US-MO",38.6369864,-90.2632856,8,10,2014
"1995","S20070932","Yellow-bellied Sapsucker","Sphyrapicus varius","2014-10-08","08:30 AM",1,0,"US-MO",38.6369864,-90.2632856,2,10,2014
"1996","S66184821","Yellow-bellied Sapsucker","Sphyrapicus varius","2020-03-24","06:09 PM",2,58,"US-OK",36.1431952,-95.9334761,3154,3,2020
"1997","S66369682","Yellow-bellied Sapsucker","Sphyrapicus varius","2020-03-29","09:31 AM",1,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"1998","S79022904","Yellow-bellied Sapsucker","Sphyrapicus varius","2021-01-10","11:02 AM",1,93,"US-OK",36.1499519,-96.2529969,107,1,2021
"1999","S1561517","Red-breasted Sapsucker","Sphyrapicus ruber","2004-02-10","08:15 AM",3,45,"US-CA",37.95743,-119.12198,9,2,2004
"2000","S17083650","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-02-16","03:00 PM",5,90,"US-IA",43.0889962,-91.1856759,15,2,2014
"2001","S36840514","Red-headed Woodpecker","Melanerpes erythrocephalus","2017-05-13","10:40 AM",8,275,"US-MO",38.8636,-92.4504,515,5,2017
"2002","S111728537","Red-headed Woodpecker","Melanerpes erythrocephalus","2022-05-30","08:08 AM",2,302,"US-OK",36.850766,-102.8821564,100,5,2022
"2003","S44577908","Red-headed Woodpecker","Melanerpes erythrocephalus","2018-04-14","03:50 PM",1,208,"US-MO",38.482151,-90.8242569,222,4,2018
"2004","S1654821","Red-headed Woodpecker","Melanerpes erythrocephalus","2004-04-05","08:15 AM",1,180,"US-FL",27.1818195,-81.358746,14,4,2004
"2005","S79023070","Red-headed Woodpecker","Melanerpes erythrocephalus","2021-01-04","01:24 PM",1,273,"US-OK",36.8630914,-96.5667034,69,1,2021
"2006","S104891497","Red-headed Woodpecker","Melanerpes erythrocephalus","2022-03-15","12:57 PM",4,15,"US-OK",36.9373904,-96.4254453,8,3,2022
"2007","S17855769","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-04-12","08:45 AM",8,120,"US-MO",38.690995,-90.2349186,200,4,2014
"2008","S17543272","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-03-20","09:20 AM",1,80,"US-MO",38.6389068,-90.2853806,102,3,2014
"2009","S17931688","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-04-17","08:00 AM",1,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"2010","S18164541","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-05-01","08:30 AM",2,60,"US-MO",38.6389068,-90.2853806,91,5,2014
"2011","S18767759","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-06-12","08:30 AM",1,60,"US-MO",38.6389068,-90.2853806,77,6,2014
"2012","S19854966","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-09-16","06:30 PM",1,45,"US-MO",38.6389068,-90.2853806,58,9,2014
"2013","S23140557","Red-headed Woodpecker","Melanerpes erythrocephalus","2015-04-29","07:00 PM",2,45,"US-MO",38.6389068,-90.2853806,24,4,2015
"2014","S23197329","Red-headed Woodpecker","Melanerpes erythrocephalus","2015-05-03","07:00 AM",2,180,"US-MO",38.6389068,-90.2853806,120,5,2015
"2015","S25963234","Red-headed Woodpecker","Melanerpes erythrocephalus","2015-11-22","08:30 AM",2,45,"US-MO",38.6389068,-90.2853806,78,11,2015
"2016","S29265867","Red-headed Woodpecker","Melanerpes erythrocephalus","2016-04-27","08:00 AM",2,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"2017","S29505290","Red-headed Woodpecker","Melanerpes erythrocephalus","2016-05-08","01:30 PM",1,90,"US-MO",38.6383932,-90.267979,43,5,2016
"2018","S35959752","Red-headed Woodpecker","Melanerpes erythrocephalus","2017-04-14","05:47 PM",1,88,"US-MO",38.6389068,-90.2853806,53,4,2017
"2019","S36118134","Red-headed Woodpecker","Melanerpes erythrocephalus","2017-04-20","07:00 AM",1,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"2020","S36956314","Red-headed Woodpecker","Melanerpes erythrocephalus","2017-05-18","07:04 AM",2,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"2021","S42135357","Red-headed Woodpecker","Melanerpes erythrocephalus","2018-01-21","01:37 PM",1,127,"US-MO",38.6389068,-90.2853806,275,1,2018
"2022","S56350152","Red-headed Woodpecker","Melanerpes erythrocephalus","2019-05-16","09:24 AM",1,102,"US-MO",38.6389068,-90.2853806,85,5,2019
"2023","S19761146","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-09-07","08:30 AM",4,180,"US-MO",38.636316,-90.296545,105,9,2014
"2024","S19893404","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-09-21","07:45 AM",3,120,"US-MO",38.636316,-90.296545,149,9,2014
"2025","S89709965","Red-headed Woodpecker","Melanerpes erythrocephalus","2021-06-06","07:02 AM",1,49,"US-MO",38.636316,-90.296545,15,6,2021
"2026","S19661218","Red-headed Woodpecker","Melanerpes erythrocephalus","2014-09-01","09:00 AM",4,120,"US-MO",38.6066358,-90.2582139,43,9,2014
"2027","S37165903","Red-headed Woodpecker","Melanerpes erythrocephalus","2017-05-26","06:09 PM",1,69,"US-MO",38.6066358,-90.2582139,79,5,2017
"2028","S88192658","Red-headed Woodpecker","Melanerpes erythrocephalus","2021-05-15","12:31 PM",1,46,"US-OK",36.2222811,-95.9239566,37,5,2021
"2029","S88201182","Red-headed Woodpecker","Melanerpes erythrocephalus","2021-05-15","01:20 PM",1,72,"US-OK",36.2222811,-95.9239566,33,5,2021
"2030","S54964350","Red-headed Woodpecker","Melanerpes erythrocephalus","2019-04-14","05:06 PM",1,99,"US-OK",36.2235555,-95.9005058,62,4,2019
"2031","S64885085","Red-headed Woodpecker","Melanerpes erythrocephalus","2020-02-22","11:32 AM",1,113,"US-OK",35.9322711,-95.2811987,331,2,2020
"2032","S97949533","Acorn Woodpecker","Melanerpes formicivorus","2021-11-22","03:14 PM",2,117,"US-CA",33.7477559,-116.7226084,37,11,2021
"2033","S97993874","Acorn Woodpecker","Melanerpes formicivorus","2021-11-23","02:11 PM",1,112,"US-CA",33.6612818,-116.579597,59,11,2021
"2034","S22908610","Gila Woodpecker","Melanerpes uropygialis","2015-04-16","05:30 AM",3,120,"US-AZ",33.4618165,-111.9436349,76,4,2015
"2035","S22866773","Gila Woodpecker","Melanerpes uropygialis","2015-04-14","06:30 AM",2,150,"US-AZ",33.3607858,-111.9382811,47,4,2015
"2036","S37097000","Red-bellied Woodpecker","Melanerpes carolinus","2017-05-23","02:06 PM",1,50,"US-VT",44.097019,-73.3420451,44,5,2017
"2037","S18503364","Red-bellied Woodpecker","Melanerpes carolinus","2014-05-20","03:00 PM",2,180,"US-VT",43.8264,-73.3808,66,5,2014
"2038","S46841669","Red-bellied Woodpecker","Melanerpes carolinus","2018-06-26","07:45 AM",1,120,"US-VT",43.77954,-73.29591,61,6,2018
